88.711000,14.533000,11.012000,62.486000,10.463000,9.339000,54.230000,9.361000,11.400000,6.251000,10.873000
28.806000,35.233000,13.501000,12.072000,29.914000,11.690000,14.770000,12.645000,10.228000,10.693000,10.953000
30.878000,28.788000,12.549000,13.133000,8.790000,35.916000,20.278000,10.245000,9.651000,14.570000,11.695000
29.303000,17.384000,25.358000,10.611000,34.109000,12.815000,13.538000,9.793000,14.560000,11.846000,8.750000
26.815000,28.393000,12.295000,17.049000,16.264000,14.949000,16.109000,13.077000,32.309000,101.670000,26.380000
46.772000,19.571000,16.021000,19.109000,14.136000,41.630000,53.894000,24.361000,24.068000,23.452000,20.415000
28.664000,23.421000,23.223000,43.629000,19.557000,17.816000,16.033000,19.735000,19.827000,13.816000,24.916000
62.087000,52.012000,29.631000,21.882000,45.156000,21.664000,18.880000,21.371000,30.002000,19.996000,30.112000
67.486000,22.549000,45.433000,47.655000,19.081000,23.908000,15.253000,14.430000,14.840000,20.445000,27.900000
38.670000,28.101000,27.768000,21.804000,23.059000,59.542000,30.683000,19.489000,16.765000,20.713000,17.987000
70.120000,17.719000,42.074000,13.904000,15.177000,15.914000,64.405000,19.543000,94.123000,19.995000,25.312000
59.582000,29.469000,74.045000,28.610000,30.887000,28.216000,40.320000,26.187000,25.924000,22.016000,26.526000
61.249000,67.623000,56.324000,35.369000,25.943000,23.957000,23.360000,18.998000,18.212000,35.403000,24.585000
35.260000,52.163000,30.836000,31.013000,43.561000,29.541000,40.138000,26.976000,29.687000,39.591000,28.689000
47.922000,29.887000,79.543000,28.593000,27.744000,40.354000,66.785000,25.026000,37.148000,26.463000,38.099000
36.375000,24.322000,21.636000,21.934000,22.181000,19.383000,18.531000,24.495000,20.170000,24.124000,74.701000
96.098000,102.117000,37.418000,39.901000,73.955000,25.346000,71.232000,82.902000,28.230000,28.399000,22.290000
31.598000,28.467000,41.785000,40.790000,35.520000,40.522000,30.940000,34.345000,26.406000,25.445000,27.194000
38.036000,38.634000,33.212000,27.291000,52.547000,37.108000,29.850000,34.234000,38.473000,26.951000,36.213000
31.590000,46.669000,30.537000,36.236000,29.374000,36.041000,22.111000,31.546000,27.444000,37.639000,24.810000
84.060000,83.166000,31.183000,33.244000,85.246000,27.090000,25.819000,30.339000,24.382000,25.427000,26.112000
41.580000,37.523000,90.242000,37.407000,85.393000,26.443000,29.005000,26.337000,30.157000,39.730000,32.147000
37.078000,49.038000,35.847000,55.498000,35.042000,40.749000,53.706000,42.693000,33.041000,45.870000,42.747000
51.050000,32.251000,35.168000,23.282000,30.334000,18.801000,30.027000,20.477000,27.492000,19.090000,29.376000
107.207000,32.367000,112.327000,43.079000,46.609000,41.379000,99.669000,33.141000,44.606000,30.346000,30.890000
45.137000,22.532000,40.983000,31.090000,37.391000,37.388000,48.965000,23.477000,36.184000,22.611000,36.307000
46.908000,36.976000,41.515000,32.746000,34.652000,28.266000,34.919000,23.780000,22.302000,23.932000,23.234000
105.914000,110.314000,25.694000,100.580000,42.012000,39.865000,39.980000,28.626000,40.703000,33.053000,42.036000
38.951000,30.081000,47.510000,29.809000,28.025000,27.422000,49.287000,26.423000,27.675000,27.673000,23.240000
